bal,brick,dist,floor,kitsp,livsp,metrdist,price,rooms,tel,totsp,walk
1,0,10.8,1,16,19,12,28,1,1,31,0
1,0,10.8,1,5.7,21,10,31,1,1,31,1
1,0,10.8,0,7.8,18,10,34,1,1,32,1
1,0,10.8,1,6,20,10,29,1,0,32,1
0,0,10.8,1,7,19,10,33,1,1,33,1
1,0,10.8,1,9,19,10,36.5,1,1,35,1
1,0,10.8,0,10,20,12,33.5,1,1,35,0
1,0,10.8,1,10,20,10,36,1,1,35,1
1,0,10.8,1,10,20,12,36,1,1,35,0
1,0,10.8,1,10,20,10,36,1,1,35,1
1,0,10.8,1,10,20,10,36,1,1,35,1
1,0,10.8,1,10,21,10,35,1,1,35,1
1,0,10.8,1,10,19,10,37,1,1,36,1
1,0,10.8,0,10,19,12,37,1,1,36,0
1,0,10.8,0,10.2,21,12,36,1,1,37,0
0,0,10.8,0,8,19,15,45.1,1,1,38,0
1,0,10.8,0,8.4,19,10,48.3,1,0,38,1
1,0,10.8,0,8.6,19,10,44,1,1,38,1
1,0,10.8,0,9,20,10,40,1,1,38,1
1,0,10.8,0,10,20,5,45,1,1,38,1
1,0,10.8,1,8.5,19,10,43,1,0,39,1
1,0,10.8,0,8.5,19,10,46,1,1,39,1
1,0,10.8,0,8.5,19,10,39,1,0,39,1
1,0,10.8,0,8.5,20,10,44,1,1,39,1
1,0,10.8,1,8.4,21,10,43,1,1,39,1
1,0,10.8,1,8.4,21,5,43,1,1,39,1
1,0,10.8,1,8.5,21,12,43,1,1,39,0
1,0,10.8,1,8.5,21,12,43,1,1,39,0
1,0,10.8,1,8.5,21,10,43,1,1,39,1
1,0,10.8,1,8.5,21,10,43,1,1,39,1
1,0,10.8,1,8.9,21,12,42,1,1,40,0
1,0,10.8,1,8.9,21,12,42,1,1,40,0
1,0,10.8,1,8.9,21,12,42,1,1,40,0
0,1,14.4,1,3.4,13,10,22,1,1,21,1
0,0,14.4,1,3.5,13,5,22,1,1,21,1
0,0,14.4,1,4,14,10,25.5,1,1,21,1
1,0,14.4,0,6.7,15,10,28,1,1,30,1
1,0,14.4,0,6.7,15,10,28,1,1,30,1
1,0,14.4,0,6.7,16,10,28,1,1,30,1
1,0,14.4,0,6.7,16,10,28,1,1,30,1
1,0,14.4,0,6.7,16,5,28,1,1,30,1
0,0,14.4,1,7,16,5,27.5,1,1,30,1
0,0,14.4,1,6.8,16,10,26.5,1,1,31,1
0,0,14.4,1,6.7,18,5,28,1,1,32,1
0,0,14.4,0,6.7,19,10,30,1,1,32,1
0,0,14.4,1,6.7,19,10,28,1,1,32,1
1,1,14.4,0,7,20,10,29,1,1,32,1
1,0,14.4,1,6.7,17,10,32,1,1,33,1
0,0,14.4,0,6.6,19,10,27,1,1,33,1
0,0,14.4,1,6.7,19,10,27.5,1,1,33,1
0,0,14.4,1,6.7,19,10,32,1,1,33,1
0,0,14.4,0,6.7,19,5,31,1,1,33,1
0,0,14.4,1,6.7,19,5,32,1,1,33,1
0,0,14.4,1,7.5,19,10,30,1,1,33,1
1,0,14.4,0,9.8,17,10,32,1,1,34,1
1,0,14.4,1,9.7,20,10,33,1,1,34,1
1,0,14.4,1,6,21,10,32,1,1,34,1
1,0,14.4,0,8,16,5,34.5,1,1,35,1
0,0,14.4,0,9.3,19,5,33.6,1,1,35,1
1,0,14.4,0,8.5,20,5,34,1,1,35,1
1,0,14.4,1,10,20,10,34,1,1,35,1
1,0,14.4,0,7,21,10,30,1,1,35,1
1,0,14.4,1,7,21,5,36,1,1,35,1
1,0,14.4,1,8,19,12,32,1,1,36,0
1,0,14.4,0,10,20,10,33,1,1,36,1
1,0,14.4,1,8,19,12,32,1,1,37,0
1,0,14.4,0,9,19,10,35,1,1,38,1
1,0,14.4,0,8.6,20,10,35,1,1,38,1
0,0,5.7,1,6.5,15,12,28.5,1,1,26,0
0,0,5.7,1,6,15,12,26,1,1,28,0
0,0,5.7,0,8.5,12,10,32,1,1,32,1
1,0,5.7,1,6,20,10,35,1,1,32,1
1,0,5.7,1,5,21,10,35,1,1,32,1
0,0,5.7,0,5.5,22,10,28,1,1,32,1
0,0,5.7,0,5.5,22,5,28,1,1,32,1
0,1,5.7,0,8.5,13,10,32,1,1,33,1
0,1,5.7,0,8.5,13,5,32,1,1,33,1
0,1,5.7,0,9,13,10,32,1,1,33,1
1,0,5.7,1,9.5,19,10,32,1,1,34,1
1,0,4.8,1,5.3,21,10,31.5,1,1,31,1
0,0,4.8,1,5.5,19,10,34,1,1,32,1
1,0,4.8,1,5.5,21,10,36,1,1,32,1
0,0,4.8,1,6,21,10,34,1,1,32,1
1,0,4.8,1,6.2,21,5,39,1,1,32,1
1,0,4.8,1,5.5,22,10,36,1,1,32,1
1,1,4.8,0,6,22,5,42,1,1,32,1
0,1,4.8,0,8,17,5,35,1,1,34,1
1,0,4.8,1,8.5,19,10,55,1,1,36,1
1,1,4.8,1,8.5,19,10,55,1,1,36,1
0,0,4.8,1,14,16,5,48,1,1,42,1
0,1,4.8,1,14,16,5,48,1,1,42,1
0,0,4.8,1,13,18,10,57,1,1,42,1
1,1,4.8,1,9.9,21,5,58,1,1,44,1
1,0,15.6,1,5.8,19,10,31,1,1,30,1
1,0,15.6,0,7.4,15,10,29,1,1,31,1
0,1,15.6,1,6,19,15,31,1,1,31,0
0,0,15.6,1,6.6,17,5,28,1,1,32,1
1,0,15.6,1,6.1,18,5,28,1,1,33,1
1,0,15.6,1,6.5,19,10,30,1,1,33,1
0,0,15.6,1,7,19,10,28,1,1,33,1
1,0,15.6,1,7,19,10,31,1,1,34,1
1,0,15.6,1,6.6,18,10,33,1,1,35,1
1,0,15.6,1,8,19,10,33,1,1,35,1
1,0,15.6,1,8,19,10,33,1,1,35,1
1,0,15.6,0,10,19,12,33,1,1,35,0
1,0,15.6,0,10,19,10,33,1,1,35,1
1,0,15.6,0,10,19,10,33,1,1,35,1
1,0,15.6,0,10,19,10,33,1,1,35,1
1,0,7.2,0,5.7,17,10,32,1,1,30,1
1,0,7.2,1,5.4,18,12,35,1,1,30,0
0,0,7.2,1,5.5,18,5,35,1,0,30,1
1,1,7.2,1,5.5,18,5,35,1,1,30,1
1,1,7.2,0,5.7,18,12,32,1,1,30,0
0,1,7.2,0,6,18,10,35,1,1,30,1
1,1,7.2,1,6,18,10,33,1,1,30,1
1,0,7.2,1,7,18,5,39,1,1,30,1
1,0,7.2,1,7.8,16,12,36,1,1,31,0
1,0,7.2,1,7.8,17,12,36,1,1,31,0
1,0,7.2,1,7.8,17,12,36,1,1,31,0
0,0,7.2,1,6,18,10,35,1,1,31,1
0,1,7.2,1,6,18,5,36,1,1,31,1
0,1,12.6,1,4.4,12,5,21,1,1,21,1
0,1,12.6,0,3.5,16,5,23.5,1,1,26,1
0,1,12.6,0,4.5,16,5,26,1,1,26,1
0,1,12.6,0,7.5,17,5,30,1,1,29,1
0,0,12.6,1,6.8,15,12,28,1,1,30,0
1,0,12.6,1,5.1,17,10,30,1,1,30,1
0,1,12.6,1,6,18,12,30,1,1,30,0
1,1,12.6,1,6,18,10,30.5,1,1,30,1
1,0,12.6,1,6,18,10,30.5,1,1,30,1
1,0,12.6,1,6.5,19,10,31,1,1,30,1
0,0,12.6,1,6.5,16,10,26,1,1,31,1
1,1,12.6,1,6,17,10,30,1,1,31,1
1,1,12.6,0,6,18,5,29,1,1,31,1
1,1,12.6,0,6,19,5,29,1,1,31,1
1,1,12.6,1,6.1,19,10,30,1,1,31,1
1,0,12.6,1,7,16,10,30,1,1,32,1
1,1,12.6,0,6,17,10,30,1,1,32,1
1,0,12.6,1,6,17,10,29,1,1,32,1
0,1,12.6,0,7,17,10,25.5,1,1,32,1
0,1,12.6,0,7,17,10,25.5,1,1,32,1
1,1,12.6,1,8,17,10,30,1,1,32,1
0,0,12.6,0,9,17,10,27,1,1,32,1
1,1,12.6,1,6,18,12,29,1,1,32,0
1,1,12.6,1,6,18,12,29,1,1,32,0
0,0,12.6,0,7,18,5,28,1,1,32,1
1,1,12.6,1,9.6,18,12,29,1,1,32,0
0,1,12.6,1,6,19,10,27,1,1,32,1
0,0,12.6,0,6,19,10,25,1,1,32,1
0,1,12.6,0,6,20,5,25,1,1,32,1
1,0,12.6,1,6,20,10,28,1,1,32,1
1,0,12.6,1,5.5,21,10,32,1,0,32,1
1,0,12.6,1,6,21,12,32,1,1,32,0
1,0,12.6,1,6,21,10,32,1,1,32,1
1,0,12.6,1,6,22,5,32,1,1,32,1
1,1,12.6,1,6,22,12,32,1,1,32,0
1,0,12.6,1,6.8,18,10,32,1,1,33,1
1,0,12.6,1,6.8,18,10,37,1,1,33,1
0,1,12.6,0,6,19,10,27,1,1,33,1
1,1,12.6,0,6,19,12,33,1,0,33,0
1,1,12.6,0,6,19,12,32,1,1,33,0
1,1,12.6,0,6,19,10,32,1,1,33,1
1,0,12.6,1,6.4,19,10,35,1,1,33,1
0,1,12.6,1,6.5,19,10,35,1,1,33,1
1,0,12.6,1,6.8,19,5,35,1,1,33,1
0,0,12.6,1,7.5,19,10,30,1,1,33,1
0,0,12.6,1,7.5,19,5,30,1,1,33,1
0,0,12.6,1,8,19,5,40,1,1,33,1
1,1,12.6,1,6,20,12,33,1,1,33,0
1,0,12.6,1,5.5,21,12,30,1,1,33,0
1,0,12.6,0,5.6,22,10,28.9,1,1,33,1
1,0,12.6,0,5.6,22,10,28.9,1,1,33,1
1,0,12.6,0,6,15,10,29,1,1,34,1
1,0,12.6,1,6.5,18,10,33,1,1,34,1
1,0,12.6,1,7,21,10,32,1,1,34,1
1,0,12.6,1,6.7,18,10,33,1,1,35,1
0,0,12.6,1,7.8,19,10,31,1,1,35,1
0,0,12.6,1,7.8,19,12,31,1,1,35,0
0,0,12.6,0,8.6,19,5,31,1,1,35,1
1,0,12.6,0,9,19,10,33,1,1,35,1
1,0,12.6,0,9.5,19,10,33,1,1,35,1
1,0,12.6,1,9.6,19,10,35,1,1,35,1
1,0,12.6,1,9.6,19,10,35,1,1,35,1
1,0,12.6,1,8.1,20,10,29,1,1,35,1
1,0,12.6,0,10,20,10,33,1,1,35,1
1,0,12.6,0,10,20,10,33,1,1,35,1
1,0,12.6,0,10,20,10,34,1,1,35,1
1,0,12.6,0,10,20,10,40,1,1,35,1
0,0,12.6,0,10.5,20,5,29,1,1,35,1
0,0,12.6,0,10.5,20,5,29,1,1,35,1
1,0,12.6,1,6.5,21,10,33.5,1,1,35,1
1,0,12.6,0,8.5,18,10,38,1,1,36,1
1,0,12.6,0,8.2,19,12,36,1,1,36,0
1,0,12.6,0,8.5,19,10,33.5,1,1,36,1
1,0,12.6,0,9,19,12,34,1,1,36,0
1,0,12.6,1,6.5,20,10,34.6,1,1,36,1
1,0,12.6,1,9.6,20,12,35,1,1,36,0
1,0,12.6,1,10,20,10,35.5,1,1,36,1
1,0,12.6,1,10,20,10,34,1,1,36,1
1,0,12.6,1,6.5,21,10,33,1,1,36,1
0,0,12.6,0,7,22,10,27,1,1,36,1
1,0,12.6,0,8.5,19,5,37.5,1,1,37,1
1,0,12.6,0,8.5,19,10,37,1,1,37,1
1,0,12.6,0,9.7,19,5,35,1,1,37,1
1,0,12.6,0,10,19,12,35,1,1,37,0
1,0,12.6,0,10,19,10,34.5,1,1,37,1
1,0,12.6,0,10,19,10,35,1,1,37,1
1,0,12.6,1,10,19,5,37,1,1,37,1
1,0,12.6,1,10,19,5,41,1,1,37,1
1,0,12.6,1,10.5,19,10,40.7,1,1,37,1
1,0,12.6,0,8.5,20,5,36,1,1,37,1
1,0,12.6,0,9.8,20,5,37,1,1,37,1
1,0,12.6,0,10,20,5,33,1,1,37,1
1,0,12.6,0,10,20,5,33,1,1,37,1
1,0,12.6,0,10,20,10,34,1,1,37,1
0,0,7.2,0,6,15,5,26,1,1,27,1
1,1,7.2,0,6,17,10,30,1,0,29,1
1,1,7.2,1,6,15,12,28.5,1,1,30,0
0,1,7.2,1,6,16,15,28,1,1,30,0
1,1,7.2,1,6.5,17,10,42,1,1,30,1
0,0,7.2,0,6,18,10,26,1,1,30,1
1,0,7.2,1,6,18,5,29.5,1,1,30,1
1,0,7.2,0,7,18,10,30,1,1,30,1
1,1,7.2,1,5.6,16,10,33,1,1,31,1
1,0,7.2,1,6.2,16,10,35,1,1,31,1
1,1,7.2,0,6,17,10,34,1,1,31,1
1,0,7.2,0,6.2,17,10,26,1,1,31,1
1,0,7.2,0,6.3,18,10,29,1,1,31,1
0,1,7.2,1,6,19,15,30,1,1,31,0
1,1,7.2,0,6,19,10,34,1,1,31,1
1,0,7.2,0,6,19,10,27.5,1,1,31,1
1,0,7.2,1,5.5,20,12,31,1,1,31,0
1,0,7.2,1,5.5,20,10,31,1,1,31,1
0,0,7.2,0,5.8,20,10,32,1,1,31,1
1,0,7.2,1,5,22,10,31,1,1,31,1
1,0,7.2,1,5.6,18,10,32,1,1,32,1
1,1,7.2,0,6,18,5,38,1,1,32,1
1,0,7.2,1,5.5,19,12,26.5,1,1,32,0
0,0,7.2,1,6,19,10,28,1,1,32,1
0,0,7.2,1,7,19,10,29,1,1,32,1
0,0,7.2,0,6.2,20,12,31.5,1,1,32,0
1,0,7.2,1,5,21,12,27.5,1,1,32,0
1,0,7.2,1,5.5,21,12,27.5,1,1,32,0
0,0,7.2,0,6.2,21,12,31.5,1,1,32,0
1,1,7.2,1,5.5,17,10,35,1,1,33,1
0,0,7.2,1,7,18,10,28.5,1,1,33,1
0,0,7.2,1,8,18,12,31,1,1,33,0
0,0,7.2,1,7,19,10,33,1,1,33,1
0,0,7.2,1,7.8,19,12,32,1,1,33,0
0,0,7.2,1,7.8,19,12,35,1,1,33,0
1,0,7.2,1,6,20,12,33,1,1,33,0
1,0,7.2,1,6,22,12,32,1,1,33,0
1,0,7.2,0,10,18,15,31,1,1,34,0
0,0,7.2,1,7,19,15,28,1,1,34,0
1,1,7.2,1,8,19,10,41,1,1,34,1
1,0,7.2,1,8,19,10,41,1,1,34,1
1,0,7.2,1,8,19,10,41,1,1,34,1
1,1,7.2,1,8.5,19,10,33,1,1,34,1
1,1,7.2,1,8.5,19,12,33,1,1,34,0
1,0,7.2,1,9.1,19,10,31.5,1,1,34,1
1,0,7.2,0,9.6,19,12,36,1,1,34,0
0,0,7.2,0,10,19,10,32,1,1,34,1
1,1,7.2,1,6.5,20,10,37.5,1,1,34,1
1,0,7.2,1,9.1,20,10,31.5,1,1,34,1
1,0,7.2,1,8.1,18,5,42,1,1,35,1
1,1,7.2,1,8.5,18,10,31,1,1,35,1
1,1,7.2,0,10,18,10,39,1,1,35,1
1,0,7.2,1,6,19,10,31,1,1,35,1
1,1,7.2,0,8,19,15,31,1,1,35,0
1,1,7.2,1,8,19,10,33,1,1,35,1
1,0,7.2,1,8.5,19,10,36,1,1,35,1
1,0,7.2,1,9,19,10,32,1,1,35,1
1,0,7.2,0,10,19,10,34,1,1,35,1
1,0,7.2,0,10,19,10,29,1,1,35,1
1,0,7.2,1,10,19,10,38,1,1,35,1
1,0,7.2,0,9,20,10,35,1,1,35,1
0,0,7.2,0,10,20,10,35,1,1,35,1
1,0,7.2,0,10,20,10,36,1,1,35,1
1,0,7.2,0,8,19,10,29,1,1,36,1
1,0,7.2,0,8.4,20,15,32,1,1,36,0
1,0,7.2,0,10,20,10,36,1,1,36,1
1,0,7.2,0,10,20,15,35,1,1,36,0
1,0,7.2,1,7,21,12,29,1,0,36,0
1,0,7.2,0,7,18,12,35.4,1,0,37,0
1,1,7.2,0,8,18,10,43.9,1,1,37,1
1,0,7.2,0,7.8,17,10,36,1,1,38,1
1,0,7.2,0,7.8,17,10,36,1,1,38,1
1,1,7.2,0,7.8,18,12,36,1,1,38,0
1,0,7.2,0,8.5,19,10,33,1,1,38,1
1,0,7.2,0,8.5,19,10,35,1,1,38,1
1,0,7.2,1,10,19,10,45,1,1,38,1
1,0,7.2,0,8.5,20,10,33,1,0,38,1
0,0,7.2,1,10,20,5,50,1,1,38,1
1,0,7.2,1,10,20,10,45,1,1,38,1
1,0,7.2,1,10,20,10,46,1,1,38,1
1,0,7.2,0,10,20,10,47,1,1,38,1
1,0,7.2,1,10,19,10,41,1,1,39,1
1,0,7.2,1,10,19,10,47,1,1,39,1
1,0,12.6,1,8.5,20,10,35.5,1,1,39,1
0,0,12.6,1,7,13,5,25.5,1,1,25,1
0,0,12.6,1,6,15,5,26,1,1,27,1
0,0,12.6,1,6.6,15,5,26,1,1,30,1
1,0,12.6,1,8,15,10,28.5,1,0,31,1
1,0,12.6,1,6.5,18,10,18,1,0,31,1
1,0,12.6,1,7,19,10,30,1,1,31,1
1,0,12.6,1,5.5,20,10,27,1,1,31,1
0,0,12.6,1,7,19,5,33,1,1,32,1
1,0,12.6,1,7,17,12,19.3,1,0,33,0
1,0,16.8,1,7,19,10,29,1,1,31,1
1,0,16.8,1,8,18,10,30,1,1,33,1
0,0,16.8,1,6,19,10,27.5,1,1,33,1
0,0,16.8,1,6,19,5,31,1,1,33,1
0,0,16.8,1,6.5,19,10,26.2,1,1,33,1
0,0,16.8,1,6.5,19,5,28,1,1,33,1
0,0,16.8,1,7,19,10,28,1,0,33,1
1,0,16.8,0,6.5,18,10,35,1,1,34,1
1,0,16.8,0,9.5,19,10,31,1,1,34,1
1,0,16.8,1,7,21,10,29,1,1,34,1
1,0,16.8,0,6.5,18,10,35,1,1,35,1
1,0,16.8,0,9.5,19,12,31,1,1,35,0
1,0,16.8,0,9.5,19,10,33,1,1,35,1
1,0,16.8,1,6,21,12,30,1,1,35,0
1,0,16.8,1,7,21,10,29,1,1,36,1
1,0,16.8,1,8.5,19,10,33.5,1,1,37,1
1,0,16.8,0,9,19,10,32,1,1,37,1
1,0,16.8,0,10,19,12,31,1,1,37,0
1,0,16.8,0,8.2,18,10,33.7,1,0,38,1
0,0,16.8,0,8,19,12,29.8,1,1,38,0
1,0,16.8,0,8.2,19,12,38,1,1,38,0
1,0,16.8,0,8.5,19,5,35.3,1,1,38,1
1,0,16.8,0,8.5,19,12,33,1,1,38,0
1,0,16.8,0,8.5,19,12,34,1,1,38,0
1,0,16.8,0,8.5,19,10,33,1,1,38,1
1,0,16.8,1,8.5,19,10,35,1,1,38,1
1,0,16.8,0,8.5,19,5,31.8,1,0,38,1
1,0,16.8,0,8.6,19,10,32,1,1,38,1
1,0,16.8,0,8.6,19,10,32,1,0,38,1
1,0,16.8,1,8.6,19,10,32,1,1,38,1
1,0,16.8,0,8.7,19,5,31,1,1,38,1
1,0,16.8,0,8.9,19,12,33,1,1,38,0
1,0,16.8,0,9.5,19,10,34,1,1,38,1
1,0,16.8,0,8,20,10,33,1,1,38,1
1,0,16.8,0,8,20,10,35,1,1,38,1
1,0,16.8,1,8.5,20,10,32,1,1,38,1
1,0,16.8,0,8.6,20,10,32,1,0,38,1
1,0,16.8,0,10,20,10,35,1,1,38,1
1,0,16.8,0,8.5,19,12,32,1,1,39,0
1,0,16.8,0,9,19,10,32,1,1,39,1
0,0,16.8,0,8.5,20,10,30,1,1,39,1
1,0,16.8,0,8.5,20,10,35.4,1,1,39,1
1,0,16.8,0,8.5,20,12,33,1,1,39,0
1,0,16.8,0,8.6,20,10,32,1,1,39,1
0,0,16.8,0,10,20,12,29.5,1,1,39,0
0,0,16.8,1,10,20,10,34,1,1,39,1
0,0,16.8,1,10,20,10,34,1,1,39,1
0,0,16.8,0,8.5,21,10,33,1,1,39,1
0,0,13.8,1,7,21,5,34,1,1,31,1
0,0,13.8,1,7,21,5,34.5,1,1,31,1
0,0,13.8,1,6.5,19,5,33,1,1,32,1
0,0,13.8,1,7,18,10,35,1,1,33,1
1,0,13.8,1,8,18,5,37,1,1,33,1
0,0,13.8,1,8.5,18,5,34,1,1,33,1
0,0,13.8,1,6,19,5,34,1,1,33,1
0,0,13.8,1,6.7,19,5,36,1,1,33,1
1,0,13.8,1,8,17,5,37,1,1,34,1
1,0,13.8,1,8,17,5,37,1,1,35,1
1,0,13.8,0,10.5,19,5,40,1,1,35,1
0,0,13.8,1,8,20,5,36.5,1,1,35,1
1,0,13.8,1,6,21,10,35,1,1,35,1
1,0,13.8,1,7,21,10,35,1,1,35,1
1,0,13.8,0,8,19,5,40,1,1,37,1
1,0,13.8,0,8.5,19,5,40,1,1,37,1
1,0,13.8,0,8.5,19,5,41,1,1,37,1
0,0,13.8,0,8,19,5,38,1,1,38,1
1,0,13.8,0,8,19,5,38,1,1,38,1
1,0,13.8,0,8.3,19,10,39,1,1,38,1
1,0,13.8,1,8.4,19,10,42,1,1,38,1
1,0,13.8,1,8.4,19,10,42,1,1,38,1
1,0,13.8,0,8.5,19,5,39,1,1,38,1
1,0,13.8,0,8.5,19,10,42,1,1,38,1
1,0,13.8,1,8.5,19,5,43,1,1,38,1
1,0,13.8,1,8.5,19,5,44,1,1,38,1
1,0,13.8,1,8.5,19,5,46,1,1,38,1
1,0,13.8,1,8.5,19,5,44,1,1,38,1
1,0,13.8,1,8.5,19,10,42,1,1,38,1
1,0,13.8,1,8.6,19,5,41,1,1,38,1
1,0,13.8,0,8.6,19,10,43,1,1,38,1
0,0,13.8,0,9,19,5,36,1,1,38,1
1,0,13.8,1,9,19,5,43,1,1,38,1
0,0,13.8,0,9.3,19,5,37,1,1,38,1
1,0,13.8,1,8.5,20,12,43,1,0,39,0
1,0,13.8,1,8.5,20,12,43,1,0,39,0
0,0,13.8,0,8.5,19,5,42.5,1,1,39,1
1,0,13.8,0,8.5,19,10,45,1,1,39,1
1,0,13.8,1,8.5,19,10,42,1,1,39,1
1,0,13.8,0,8.5,19,10,42,1,1,39,1
1,0,13.8,0,8.5,19,10,42.5,1,1,39,1
1,0,13.8,1,8.6,19,5,42.5,1,1,39,1
1,0,18,0,9.2,15,12,29,1,0,36,0
0,0,18,0,8.5,19,15,38.5,1,1,38,0
1,0,18,0,9,19,15,30,1,1,38,0
0,0,18,0,8.5,19,20,34,1,1,39,0
1,0,18,1,8.5,19,25,33.5,1,1,39,0
1,0,18,1,8.5,19,25,33.5,1,1,39,0
1,0,18,0,8.5,19,8,33,1,0,39,0
1,0,18,0,8.6,19,20,35,1,1,39,0
1,0,18,0,8.5,20,20,36,1,1,39,0
0,0,18,0,8.4,21,25,32,1,1,39,0
1,0,18,0,8.6,21,20,35,1,1,39,0
1,0,18,0,8.5,20,20,36,1,1,40,0
1,0,18,0,8.5,20,4,35,1,1,40,1
1,0,7.2,0,6.1,16,10,30,1,1,28,1
0,1,7.2,0,6,16,10,38.5,1,1,29,1
1,1,7.2,1,5.5,18,10,30,1,1,29,1
1,0,7.2,1,6,18,10,28.5,1,1,29,1
1,1,7.2,1,6,16,10,30.5,1,1,30,1
1,0,7.2,0,6,18,10,28,1,1,30,1
0,0,7.2,0,6,18,10,29,1,1,30,1
0,1,7.2,1,6,18,10,30,1,1,30,1
1,0,7.2,1,6,18,10,35,1,1,30,1
1,0,7.2,1,6,18,10,35,1,1,30,1
1,0,7.2,1,6,16,10,33,1,1,31,1
1,1,7.2,0,6,18,10,28,1,1,31,1
1,0,7.2,1,5.5,19,5,28,1,0,31,1
1,0,7.2,0,5.5,20,12,31,1,1,31,0
0,1,5.4,1,6.8,14,10,25,1,1,28,1
1,1,5.4,1,7.5,17,4,34,1,1,28,1
1,0,5.4,1,8,17,10,31,1,1,28,1
1,1,5.4,1,7,17,4,37,1,1,29,1
0,0,5.4,0,6,17,10,33.6,1,1,30,1
0,0,5.4,0,7,19,10,31,1,1,30,1
1,0,5.4,1,6,17,10,35,1,1,31,1
0,1,5.4,0,6,18,10,42,1,1,31,1
0,0,5.4,0,5.5,19,10,28,1,1,31,1
1,1,5.4,1,6,19,10,32,1,1,31,0
1,0,5.4,1,6,19,10,32,1,1,31,1
0,1,5.4,0,6.5,19,10,31,1,1,31,0
1,0,5.4,1,6,20,10,32,1,1,31,1
1,0,5.4,0,6.5,20,10,34,1,1,31,1
1,1,5.4,1,6.5,21,10,34,1,1,31,1
1,1,5.4,1,5.5,15,10,34,1,1,32,1
1,1,5.4,1,5,17,10,33.5,1,1,32,0
1,1,5.4,1,6,17,10,34,1,1,32,1
1,0,5.4,1,5,18,10,33.5,1,1,32,1
1,1,5.4,1,5,18,10,33.5,1,1,32,1
1,0,5.4,0,5.5,20,10,29,1,1,32,1
1,0,5.4,1,6,21,10,34,1,1,32,1
0,0,5.4,1,6,22,10,32,1,1,32,1
0,0,5.4,1,6,22,10,32,1,1,32,1
0,0,5.4,1,6.5,22,10,39,1,1,32,1
0,0,5.4,1,5,18,10,32,1,1,33,1
0,1,5.4,1,6.1,21,10,30,1,0,33,1
1,0,5.4,1,10,17,10,37.5,1,1,34,0
1,0,5.4,1,10,17,10,37.5,1,1,34,1
1,0,5.4,0,6,19,10,35,1,1,34,1
0,0,5.4,0,10,19,10,35,1,1,34,1
1,0,5.4,1,10,17,10,37.5,1,1,35,1
0,1,5.4,1,8,19,10,38,1,1,35,1
1,0,5.4,0,10,20,10,42,1,1,35,0
1,0,5.4,0,10,20,10,42,1,1,35,1
0,0,3.6,0,10,18,10,31,1,1,34,0
0,0,3.6,0,10,18,10,31,1,1,34,0
1,0,3.6,0,9.6,19,4,34,1,1,34,1
1,0,3.6,1,10,19,10,36,1,1,34,1
1,0,3.6,0,10,19,10,36,1,1,34,1
1,0,3.6,0,10,19,10,36,1,1,34,0
1,0,3.6,1,12,19,10,30,1,1,34,1
1,1,3.6,1,9.1,19,10,35,1,1,35,1
0,0,3.6,0,9.6,19,4,34,1,1,35,1
1,0,3.6,0,10,19,10,34,1,1,35,1
1,0,3.6,1,10,19,10,36,1,1,35,1
1,0,3.6,1,10,20,4,37,1,1,35,1
1,0,3.6,0,10,20,10,34,1,0,35,1
1,0,3.6,0,10,20,10,34,1,0,35,1
1,0,3.6,1,8,21,4,37,1,1,35,1
1,0,3.6,0,10,19,10,36,1,1,38,0
0,0,3.6,0,10.1,20,4,41,1,1,38,1
1,0,3.6,1,10,19,10,40,1,1,39,1
1,0,3.6,0,9,20,4,43,1,1,40,1
0,1,2.4,1,5.6,17,10,33,1,1,30,1
0,0,2.4,1,5.6,19,10,33,1,1,30,1
1,0,2.4,1,8,17,10,37.5,1,1,32,1
1,1,2.4,1,8,17,10,38.5,1,1,32,1
1,0,2.4,0,6,21,4,35,1,1,32,1
1,1,2.4,1,7,18,4,37,1,1,33,1
1,1,2.4,1,8,18,10,37.5,1,1,33,1
0,0,2.4,0,10,19,4,34,1,1,34,1
0,0,2.4,0,10,19,4,37,1,1,35,1
1,0,2.4,0,8.5,18,10,49,1,1,38,1
0,0,2.4,1,9,20,10,54,1,1,40,1
0,0,2.4,0,9,20,10,53,1,1,40,1
0,1,2.4,0,7.5,36,4,39,1,1,43,1
0,1,2.4,1,11,29,4,135,1,1,61,1
0,0,2.4,1,11,29,4,135,1,1,62,1
0,1,2.4,1,10,30,4,115,1,1,62,1
1,0,15.6,0,7.1,13,10,25,1,1,31,1
1,0,15.6,0,8,14,10,27,1,1,31,1
1,0,15.6,0,7,15,4,24,1,1,32,1
1,0,15.6,1,7.9,16,10,30,1,1,32,1
1,0,15.6,1,7,17,10,30,1,1,32,1
1,0,15.6,1,7.9,17,10,30,1,1,32,1
1,0,15.6,1,7.9,17,10,30,1,1,32,1
1,0,15.6,1,7.9,17,10,30,1,1,32,1
1,1,15.6,1,7.9,17,10,30,1,1,32,1
0,0,15.6,1,6,18,10,28,1,1,32,1
0,0,15.6,0,7,19,10,28,1,1,32,1
0,0,15.6,1,6.5,19,4,29,1,1,33,1
0,0,15.6,1,6.7,19,4,29,1,1,33,1
0,0,15.6,1,6.8,19,4,29,1,1,33,1
0,0,15.6,1,7,19,10,28,1,1,33,1
1,0,15.6,0,9.7,19,10,32,1,1,34,0
1,0,15.6,1,7,21,10,30,1,1,34,1
